claim,label,selected_pipeline,predicted_label,predicted_justification,predicted_type
Amazon's total energy consumption from renewable sources increased by nearly 30%.,greenwashing,RAG,not_greenwashing,"Snippet 1 states, ""90 % of electricity consumed by amazon was attributable to renewable energy sources, up from 85 % in 2021."" Snippet 2 confirms this, stating ""90 % of electricity consumed by amazon was attributable to renewable energy sources, up from 85 % in 2021."" Snippet 4 also states ""90 % electricity consumed by amazon attributable to renewable energy sources, up from 85 % in 2021"". This directly supports the claim that Amazon's total energy consumption from renewable sources increased by nearly 30% (from 85% to 90% is a 5.88% increase, and the portfolio increased by 67% as stated in Snippet 2). Therefore, the claim is factually accurate.",
"Amazon's total energy consumption is 50,000 GWh, all from clean energy sources.",greenwashing,RAG,greenwashing,"The claim states ""all from clean energy sources,"" however, Snippet 1 states that in 2022, ""90 % of electricity consumed by amazon was attributable to renewable energy sources, and we remain on a path to reach 100 % by 2025."" This directly contradicts the claim that 100% of Amazon's energy consumption is from clean energy sources. Additionally, Snippet 4 shows that scope 2 and 3 emissions still exist, indicating that not all energy use is carbon-free.",Type 4
"Amazon's total energy consumption will be nearly 11,000 tons per year starting in 2025, sourced from green hydrogen.",greenwashing,RAG,not_greenwashing,"Snippet 6 states: ""in 2022, we signed a deal for enough green hydrogen (which is generated by renewable or low-carbon power) to fuel 40,000 forklifts annually by 2025."" This directly supports the claim that Amazon will be sourcing energy from green hydrogen starting in 2025, although the amount specified is for forklifts and not total energy consumption. The claim does not contradict any information in the provided context.",
"Amazon's updated leadership principles emphasize being ""humble and thoughtful"" about its global impact.",not_greenwashing,RAG,abstain,"The provided context discusses Amazon's sustainability initiatives and employee experience but does not contain information about whether their leadership principles have been updated to specifically emphasize ""humble and thoughtful"" global impact. Therefore, I cannot verify the claim.",
"Amazon, co-founder of The Climate Pledge, has successfully gathered 319 signatories committed to achieving net-zero carbon across all operations by 2040.",not_greenwashing,GraphRAG,not_greenwashing,"The provided knowledge graph confirms that Amazon co-founded The Climate Pledge, an initiative with the goal of reaching net-zero carbon by 2040. The graph also indicates a target of 319 signatories committed to this goal. While the graph doesn't explicitly state the current number of signatories, it supports the claim that Amazon has gathered a significant number of commitments to the net-zero target. Therefore, the claim is factually accurate based on the available information.",
"Amazon: ""Choose Amazon for sustainable deliveries across Europe!""",greenwashing,RAG,abstain,"The provided context details Amazon's sustainability efforts across various areas (carbon emissions, renewable energy, packaging, etc.). However, it does not contain specific information to verify or refute the broad claim of ""sustainable deliveries across Europe."" While snippets mention EV deliveries in Europe and reduced packaging, it doesn't quantify the overall sustainability of deliveries or establish a clear standard for what constitutes a ""sustainable delivery."" Therefore, I cannot determine if the claim is factually accurate.",
Amazon: Committed to strengthening communities through the power of literature.,not_greenwashing,RAG,abstain,"The context discusses Amazon's community support initiatives, including affordable housing, education, and disaster relief. However, it does not provide specific details about how Amazon is ""strengthening communities through the power of literature."" Without further information, it's impossible to verify whether this claim is accurate or misleading. The context only broadly states Amazon seeks to be a good neighbor and support local communities.",
Analyst research suggests Shell's current plans would only achieve a 5% net emissions reduction by 2030.,not_greenwashing,RAG,not_greenwashing,"The provided context details Shell's emissions reduction targets and performance. While the claim states analyst research suggests a 5% net emissions reduction by 2030, the document states a ""15 – 20 % for our target to reduce nci by 2030 (2016 baseline)"" (Snippet 1 & 4). Additionally, it states a 6.3% reduction compared with 2016 (Snippet 7). The analyst research cited in the claim appears to be a different calculation or interpretation than Shell's reported figures, but the context supports Shell's stated targets are higher than 5%. Therefore, the claim is not factually false based on the provided context.",
Approximately two-thirds of Nestlé's total GHG emissions are due to sourcing ingredients.,not_greenwashing,RAG,not_greenwashing,"Snippet 5 states that ""67 % sourcing our ingredients and finished goods"" contribute to total GHG emissions. It also states that total (scopes 1, 2 & 3) GHG emissions were 87.54 million tonnes in 2023. Snippet 4 states that a detailed analysis showed that nearly 95% of their footprint was made up of scope 3 emissions in their supply chain, such as from farming and land use. Therefore, approximately two-thirds of Nestlé's total GHG emissions being due to sourcing ingredients is a factually accurate statement, as 67% is close to the 95% stated in the context.",
"By 2025, Starbucks will ensure 100% of customer beverage purchases globally are made in reusable cups.",greenwashing,RAG,greenwashing,"Snippet 6 states, ""while covid-19 challenged Starbucks aspirations to increase the use of personal reusable cups in stores, the company remains on track to meet its goal of ensuring customers have the option to use their own personal reusable cup for every Starbucks visit…"". However, Snippet 4 states that in FY22, only 1.2% of beverages sold were in reusable cups. This directly contradicts the claim of 100% of purchases being in reusable cups by 2025, indicating the claim is misleading given current progress and challenges. Additionally, Snippet 7 mentions Starbucks is *testing* reusable cup programs, not implementing a global standard.",Type 4
"By enjoying a KitKat, you're directly supporting Nestlé's sustainable farming initiatives.",greenwashing,RAG,abstain,"The provided context details Nestlé's sustainability initiatives, including support for farmers and regenerative agriculture. However, it does not contain information specifically linking the purchase of a KitKat bar to *direct* support of these initiatives. While the context suggests Nestlé is investing in sustainable farming, it doesn't establish a clear, verifiable connection between consuming a KitKat and contributing to those efforts. Therefore, I cannot verify the claim as true or false.",
"By the end of 2021, Amazon achieved 85% renewable energy use across its business operations.",not_greenwashing,RAG,not_greenwashing,"Snippet 1 states ""amazon was attributable to renewable energy sources, up from 85 % in 2021."" Snippet 4 and 7 both confirm that by the end of 2021, Amazon achieved 85% renewable energy use. Snippet 7 visually shows the progression from 42% in 2019 to 90% in 2022, with 85% in 2021. Therefore, the claim is factually accurate based on the provided context.",
"By using Borrow-a-Cups, Starbucks is significantly reducing its overall carbon footprint and landfill waste across the company.",greenwashing,RAG,abstain,"While the context details Starbucks' efforts to reduce waste and promote reusable cups (including the ""Borrow-a-Cup"" program), it does not provide quantifiable data to verify the claim of a ""significant"" reduction in overall carbon footprint and landfill waste *across the company*. Snippet 4 states that reusable cups accounted for 1.2% of beverages sold in FY22, which is a small percentage and doesn't support the claim of a ""significant"" reduction. However, the context doesn't provide enough information to definitively say the claim is false, only that it cannot be verified.",
Cargill is making its entire cocoa supply chain more sustainable by recycling cocoa shells into fertiliser.,greenwashing,GraphRAG,not_greenwashing,"The context does not provide information to refute the claim that Cargill is recycling cocoa shells into fertiliser. While the provided context details Cargill's sustainability initiatives related to grazing management and partnerships, it does not contain any information contradicting the claim about cocoa shell recycling. Therefore, based on the available information, the claim appears to be accurate.",
Charge your car and yourself at Starbucks! Our new EV stations make your stop more sustainable.,not_greenwashing,GraphRAG,abstain,"The provided context details Starbucks's efforts regarding supply chain ethics and facility ownership, but contains no information about the availability of EV charging stations at Starbucks locations or any sustainability claims related to them. Therefore, I cannot verify the claim's accuracy.",
"Choose Nestlé products for a guaranteed greener planet, thanks to our revolutionary cocoa husk fertilizer.",greenwashing,RAG,abstain,"The provided context discusses Nestlé's sustainability initiatives, including regenerative agriculture, the Cocoa Plan, and efforts to reduce greenhouse gas emissions. However, it does not contain any information to verify or refute the claim that choosing Nestlé products ""guarantees a greener planet"" due to ""revolutionary cocoa husk fertilizer."" There is mention of regenerative agricultural practices and the Cocoa Plan, but no specifics about a ""revolutionary"" fertilizer or a guarantee of planetary benefits. Therefore, I cannot determine if the claim is accurate or misleading.",
"ClientEarth sues Shell's board, alleging ""flawed"" climate strategy puts shareholder value at risk.",not_greenwashing,RAG,abstain,"The provided context discusses Shell's sustainability efforts, climate strategy, and risk mitigation. However, it does not contain information about the specifics of the ClientEarth lawsuit or the details of Shell's ""flawed"" climate strategy that are being challenged. Therefore, it is impossible to verify whether the lawsuit's allegations are accurate or if Shell's strategy is genuinely flawed based on this context. We cannot determine if this is greenwashing without knowing the specifics of the claims made in the lawsuit.",
"Delta announces a ""zero-waste flight"" as part of its sustainability leadership.",not_greenwashing,RAG,abstain,"The provided context discusses Delta's sustainability initiatives, including waste reduction and net-zero goals, but does not contain information about a specific ""zero-waste flight."" Therefore, it is impossible to verify whether this claim is accurate or misleading based on the given context. We lack details about the scope of this flight (all waste eliminated, specific routes, etc.) to make a determination.",
Delta commits to purchasing over 2.5 million gallons of Sustainable Aviation Fuel (SAF) through customer partnerships.,not_greenwashing,RAG,not_greenwashing,"Snippet 1 states Delta worked with over 50 corporate customers to fund and apply SAF toward reducing GHG emissions. Snippet 3 states Delta aims to procure more than 400 million gallons of SAF annually by 2030. Snippet 6 states Delta is committed to increasing the use of SAF. The claim that Delta commits to purchasing over 2.5 million gallons of SAF through customer partnerships is consistent with the information provided in the context, indicating a genuine effort to increase SAF usage. Therefore, the claim is factually accurate and does not constitute greenwashing.",
"Delta demonstrated its leadership in sustainable aviation by using 400 gallons of SAF on a flight out of Atlanta, setting a new record for SAF usage from that airport.",greenwashing,RAG,not_greenwashing,"Snippet 6 states ""Delta is committed to being a key partner in the growth and development of the SAF industry by signing short- and long-term offtake agreements with multiple SAF producers...in 2023, we signed a two-year SAF offtake agreement with Shell Aviation to support Shell’s efforts to expand the SAF supply at our Los Angeles (LAX) hub. The agreement will also allow us to evaluate Shell’s blockchain-powered digital SAF tracking tool, Avelia."" It also states that Delta used 400 million gallons of SAF annually by the end of 2030. The claim that Delta used 400 gallons of SAF on a flight out of Atlanta is accurate as a demonstration of their SAF leadership.",
"Delta is committed to achieving net zero emissions by 2050, aligning with global climate goals.",not_greenwashing,RAG,not_greenwashing,"The provided context explicitly states that Delta has a goal to achieve net-zero emissions by 2050, aligning with the Paris Agreement and the Science Based Targets initiative (SBTi). Snippet 1 states, ""our overarching goal is to achieve net - zero emissions for our airline operations by 2050."" Snippet 2 confirms this, stating Delta ""formalized our commitment to set science-based targets to achieve net-zero emissions and align our business with the ambitions set forth in the paris climate agreement."" While validation of the 2050 goal is pending updated SBTi guidance, the commitment itself is stated and actively pursued. Therefore, the claim is factually accurate based on the provided context.",
Delta is using more fuel-efficient A321neo aircraft that save 20% more fuel than older models.,not_greenwashing,RAG,not_greenwashing,"Snippet 3 states: ""our strategy includes ongoing fleet renewal – with next - generation aircraft delivered in 2023 achieving, on average, 28 % greater fuel efficiency per seat mile than aircraft retired since 2019"". While the claim states 20% savings, the context confirms a greater fuel efficiency with newer aircraft, supporting the general claim of improved fuel efficiency. Therefore, the claim is not demonstrably false.",
"Delta is working to eliminate its climate impact from flying, setting it apart as a sustainability leader.",not_greenwashing,RAG,greenwashing,"The claim states Delta is ""setting it apart as a sustainability leader"" by working to eliminate its climate impact from flying. However, the provided context reveals Delta’s primary goal is to achieve *net-zero* emissions by 2050 (Snippet 3, 4, 7), not to *eliminate* climate impact entirely. The context details a long-term strategy involving fuel efficiency, SAF, and operational improvements (Snippet 3, 4). While these are positive steps, they do not equate to eliminating climate impact. Furthermore, the company previously had a $1 billion commitment to carbon neutrality which was ""subsumed"" by the net-zero goal, indicating the initial commitment was insufficient (Snippet 5). Presenting efforts towards net-zero as eliminating climate impact is a partial truth presented as a whole, thus constituting greenwashing.",Type 3
"Delta partnered with MIT to research methods for eliminating persistent contrails, a major aviation environmental impact.",not_greenwashing,RAG,not_greenwashing,"Snippet 1 states, ""delta has partnered with the laboratory for aviation and the environment at mit ’ s department of aeronautics and astronautics. the collaboration is studying the causes of persistent contrails and assessing aviation ’ s potential environmental impact."" This directly confirms the claim that Delta partnered with MIT to research methods for eliminating persistent contrails. Snippet 4 further details this partnership as part of the ""zero impact aviation alliance"" led by MIT.",
Delta reduced its onboard single-use plastic consumption by approximately 4.9 million pounds in 2022.,not_greenwashing,RAG,not_greenwashing,"Snippet 1 and Snippet 5 both state: ""resulting in the elimination of approximately 4.9 million pounds of onboard single-use plastics per year"". This confirms the claim is factually accurate based on the provided context.",
Delta reduced onboard single-use plastic consumption by approximately 4.9 million pounds per year in 2022.,not_greenwashing,RAG,not_greenwashing,"Snippet 1 and Snippet 5 both state: ""resulting in the elimination of approximately 4.9 million pounds of onboard single-use plastics per year"". This claim is directly supported by the provided context.",
Delta saved more than 10 million gallons of fuel in 2022 through the work of its Carbon Council.,not_greenwashing,RAG,not_greenwashing,"The context mentions a ""Carbon Council"" at Delta (Snippet 7) and states that Delta saved ""more than 10 million gallons of fuel in 2022 through the work of its Carbon Council."" This directly supports the claim and indicates a verifiable achievement related to fuel efficiency and emissions reduction. There is no evidence to suggest this claim is false or misleading.",
Delta utilized 100% electric ground service equipment in Atlanta and Salt Lake City during the Sustainable Flight Challenge in 2022.,not_greenwashing,RAG,not_greenwashing,"Snippet 1 states Delta has approached 100% electrification of core fleets at BOS and SLC hubs. Snippet 7 states Delta is making egse investments at hubs including ATL, and Snippet 3 states they are making investments at ATL. While the context doesn't explicitly state 100% electrification in Atlanta and Salt Lake City, it does state nearly 100% electrification at SLC and investments are being made at ATL, supporting the claim that they utilized 100% electric ground service equipment during the challenge.",
Delta's Carbon Council saved over 10 million gallons of fuel in 2022 through operational efficiencies and fleet modifications.,not_greenwashing,RAG,not_greenwashing,"Snippet 2 states ""realized more than 21 million gallons in fuel savings in 2023"" and Snippet 1 mentions ""efficient aircraft operations core challenge continually improving how we fly to maximize the efficiency of our existing fleet and operations"". While the claim specifically states ""over 10 million gallons"", the context confirms a much larger amount was saved, therefore the claim is accurate and not misleading.",
"Delta's new A321neo aircraft, welcomed into service in 2022, offer 20% greater fuel efficiency compared to its A321ceos.",not_greenwashing,RAG,not_greenwashing,"Snippet 4 states that “next - generation aircraft…achieving, on average, 28 % greater fuel efficiency per seat mile than aircraft retired since 2019”. The claim specifies a 20% greater fuel efficiency for the A321neo compared to the A321ceo. While not a direct comparison to aircraft *retired* since 2019, the context supports that Delta is achieving significant fuel efficiency gains with new aircraft, making the 20% claim plausible and verifiable as not greenwashing.",
"Despite an 18% increase in its total emissions, Amazon claims that carbon intensity, rather than absolute emissions, is the correct metric to focus on.",greenwashing,RAG,greenwashing,"The claim states Amazon focuses on carbon intensity while acknowledging an 18% increase in total emissions. Snippet 4 states, ""in 2022, our absolute carbon emissions decreased by 0.4 %, even as our year-over-year net sales grew 9 %."" This directly contradicts the claim of an 18% increase in total emissions. Furthermore, focusing on carbon intensity while emissions are *increasing* is a tactic to present a more favorable picture than the absolute impact, which is misleading. This is a partial truth (intensity decrease) presented as the whole truth, obscuring the fact that overall emissions are still rising.",Type 3
Discover SHEIN X designs crafted with rescued deadstock fabrics.,not_greenwashing,RAG,not_greenwashing,"The context states that SHEIN partners with Queen of Raw to source deadstock fabrics, rescuing 19,927 meters of such materials in 2023 (Snippet 1 & 2). Snippet 4 also confirms nearly 20,000 meters of deadstock fabric were rescued. This directly supports the claim that SHEIN X designs are crafted with rescued deadstock fabrics. While the overall percentage of products made with these materials is small (2.2% in 2023 - Snippet 5), the claim doesn't state *all* designs are made this way, only that *some* are. Therefore, the claim is factually accurate based on the provided context.",
"Dutch court orders Shell to slash emissions by 45% by 2030, citing its energy transition plan as ""not concrete.""",not_greenwashing,RAG,not_greenwashing,"The provided context confirms a Dutch court ordered Shell to cut emissions by 45% by 2030 and specifically noted Shell's energy transition plan was ""not concrete."" This is a factual statement about a legal ruling and does not constitute greenwashing. It simply states a fact about Shell's current situation and a court's assessment of its plans.",
EVgo and Amazon partner to enable voice-initiated EV charging and payment via Alexa.,not_greenwashing,RAG,not_greenwashing,"The provided context details numerous sustainability initiatives by Amazon, including investments in electric vehicles, renewable energy, and optimized delivery routes. The claim about a partnership with EVgo and Alexa for voice-initiated charging aligns with Amazon's broader efforts to promote EV adoption and improve customer convenience, and is not contradicted by any information in the provided text. While the context doesn't *explicitly* mention the EVgo partnership, it doesn't contain any information to suggest the claim is false or misleading.",
"Enjoy Nestlé products, now more sustainable thanks to our innovative cocoa shell fertiliser!",greenwashing,RAG,abstain,"The context discusses Nestlé's sustainability initiatives related to cocoa, coffee, and regenerative agriculture, and mentions the ""Nestle Cocoa Plan"" and ""Income Accelerator Program."" However, it does not provide any specific information about ""cocoa shell fertiliser"" or whether it is genuinely sustainable, or if the claim is misleading. Therefore, I cannot verify the claim's accuracy.",
Etihad Airways announces a partnership with Twelve to produce Sustainable Aviation Fuel (SAF) from CO2 and renewable energy.,not_greenwashing,RAG,not_greenwashing,"The context details Etihad Airways' extensive involvement in SAF research and development, including partnerships with Twelve and participation in initiatives like the “air-craft” consortium (Snippet 3, 8). It also clarifies that SAF's sustainability benefit lies in its production process, not a reduction in CO2 emissions during combustion (Snippet 7). The announcement of a partnership to *produce* SAF aligns with these ongoing efforts and doesn't present any demonstrably false or misleading information.",
"Etihad Airways is now converting all its operational waste into fuel, achieving its 2025 target ahead of schedule.",greenwashing,RAG,abstain,"The provided context discusses Etihad's sustainability initiatives, fuel efficiency, and SAF exploration, but does not contain information verifying whether they have *fully* converted all operational waste into fuel, nor does it confirm they've met their 2025 target ahead of schedule. The snippets mention fuel savings and SAF feasibility studies, but not a complete conversion of all waste to fuel. Therefore, I cannot verify the claim's accuracy.",
Etihad Airways is working towards achieving net-zero emissions by 2050.,not_greenwashing,GraphRAG,not_greenwashing,"The provided context explicitly states that ""Etihad Airways is working towards achieving net-zero emissions by 2050"" and details multiple goals related to achieving this target, aligning with commitments from the UAE government, ICAO, and the Paris Agreement. This confirms the claim's factual accuracy.",
Etihad Airways' Greenliner Program has dedicated a Boeing 787-10 Dreamliner to research and develop sustainability initiatives.,not_greenwashing,RAG,not_greenwashing,"The provided context explicitly states that ""Etihad Airways' Greenliner Program has dedicated a Boeing 787-10 Dreamliner to research and develop sustainability initiatives."" (Snippet 5). Multiple snippets detail the program and its focus on sustainability research using the designated aircraft. Therefore, the claim is factually accurate based on the provided context.",
Etihad aims to divert 75% of waste from landfills by 2025.,not_greenwashing,RAG,abstain,"The provided context details Etihad's environmental reporting and initiatives but does not contain information verifying or refuting the claim that they aim to divert 75% of waste from landfills by 2025. The snippets discuss emissions, fuel consumption, and general sustainability efforts, but lack specific details about waste diversion targets. Therefore, a determination cannot be made.",
Etihad has set a goal to achieve net-zero emissions by 2050.,not_greenwashing,GraphRAG,not_greenwashing,"The provided context confirms that Etihad Airways has set a goal to achieve net-zero emissions by 2050. Specifically, the knowledge graph details three goals related to achieving net-zero by 2050, aligning with commitments from the UAE government, ICAO, and the Paris Agreement. Therefore, the claim is factually accurate.",
"Etihad's ""Greenliner Program"" ensures eco-friendly air travel for all passengers.",greenwashing,RAG,greenwashing,"The context describes the ""Greenliner Program"" as a comprehensive sustainability initiative involving testing and evaluating procedures to improve aviation sustainability (Snippet 4). However, it also states that the program involved painting a plane green as a ""bold, loud call to the world"" to draw attention (Snippet 3). While the program has accrued over 50 partners and focuses on improvements like reduced engine taxiing and optimized water usage, the claim that it ""ensures eco-friendly air travel for *all* passengers"" is a partial truth. The program appears to be focused on testing and optimization on specific ""Greenliner"" aircraft and routes, not a guarantee of eco-friendly travel for every Etihad passenger. The context highlights that Etihad is still working on challenges related to fuel and infrastructure (Snippet 1), indicating that fully eco-friendly travel is not yet universally available. Therefore, presenting the program as ensuring eco-friendly travel for all is misleading.",Type 3
Etihad's new sustainable aviation fuel initiative reduces lifecycle emissions by 90%.,greenwashing,RAG,abstain,"The provided context discusses Etihad's sustainability initiatives and fuel efficiency improvements, mentioning savings in fuel and CO2. However, it does not contain specific information to verify or refute the claim that their sustainable aviation fuel initiative reduces lifecycle emissions by 90%. The context focuses on overall fuel efficiency and doesn't break down emissions reductions specifically attributable to SAF. Therefore, I cannot determine the factual accuracy of the claim.",
"Etihad's new sustainable fuel is compatible with all current aircraft, making your flight seamless and green.",greenwashing,RAG,abstain,"The provided context discusses Etihad's sustainability initiatives and fuel efficiency improvements, but it does not contain information to verify whether the sustainable fuel is truly compatible with *all* current aircraft. The context mentions advancements in fuel efficiency for next-generation aircraft, but doesn't address compatibility with existing models. Therefore, I cannot determine if the claim is accurate or misleading.",
Farm trials show Nestlé's cocoa shell fertiliser yields comparable wheat crops to conventional products.,not_greenwashing,RAG,not_greenwashing,"Snippet 6 states: ""Nestlé US is investing to help bring regenerative agricultural practices to wheat farms within its Digiorno pizza supply chain...Farm trials show Nestlé's cocoa shell fertiliser yields comparable wheat crops to conventional products."" This directly verifies the claim.",
Farmers supplying Nestlé are successfully growing wheat using the new cocoa shell fertilizer with comparable yields to conventional methods.,greenwashing,RAG,not_greenwashing,"Snippet 6 states, ""Nestle US is investing to help bring regenerative agricultural practices to wheat farms within its Digiorno pizza supply chain...in 2023, the initiative covered over 40,000 hectares of farmland, nearly double the hectarage used to grow the wheat used in Digiorno products."" This directly supports the claim that farmers supplying Nestlé are growing wheat using new fertilizer with comparable yields to conventional methods, as it indicates investment in and progress with regenerative agricultural practices for wheat farming. Snippet 8 further supports this by stating that 15.2% of key ingredients (including cereals and grains like wheat) came from farmers adopting regenerative practices in 2023.",
"Fly ""eco-friendly"" with Lufthansa, as the airline invests in cutting-edge carbon removal solutions.",greenwashing,RAG,abstain,"The provided context details Lufthansa's sustainability goals, fleet modernization, and use of sustainable aviation fuels. However, it does not provide specific information about the ""cutting-edge carbon removal solutions"" mentioned in the claim. Without details on these solutions – what they are, their effectiveness, and the extent of Lufthansa’s investment – it is impossible to verify whether the claim is accurate or misleading.",
"Fly Delta for a ""more sustainable future of flying"" with our innovative partnerships.",not_greenwashing,RAG,abstain,"The provided context details Delta's sustainability goals and initiatives, including achieving net-zero emissions by 2050 and investing in sustainable aviation fuel. However, it does not provide enough information to definitively determine whether the claim of creating a ""more sustainable future of flying"" is factually accurate or misleading. The context outlines *efforts* towards sustainability, but doesn't quantify the current impact or demonstrate conclusive proof of a significantly ""more sustainable"" future *right now*. The claim relies on future projections and ongoing initiatives, making it impossible to verify with the provided information.",
Fly with Etihad Airways for a truly sustainable journey.,greenwashing,RAG,abstain,"The provided context details Etihad's sustainability efforts, including their Greenliner program, awards, and focus on reducing emissions. However, it does not provide enough information to verify whether *all* Etihad flights are ""truly sustainable"" or what specific criteria define ""sustainable"" in this context. The context highlights the challenges of decarbonizing aviation and focuses on ongoing efforts rather than a fully sustainable operation. Therefore, I cannot verify the claim's factual accuracy.",
"Fly with Lufthansa for a truly ""sustainable journey"" thanks to our commitment to advanced aviation fuels.",greenwashing,RAG,abstain,"The context discusses Lufthansa's sustainability efforts, including SAF, fleet modernization, and carbon neutrality goals. However, it doesn't provide enough detail to verify whether *every* journey with Lufthansa is truly ""sustainable."" The claim uses vague language (""truly sustainable"") and doesn't specify the criteria for sustainability. While Lufthansa is taking steps towards sustainability, the claim implies a level of sustainability that cannot be verified based on the provided information. It's unclear if all flights benefit equally from these initiatives or if some flights have a significantly higher environmental impact than others.",
"Fly with Lufthansa, knowing your journey is powered by sustainable aviation fuel.",greenwashing,RAG,not_greenwashing,"Snippet 5 states that Lufthansa offers ""Green fares"" which reduce 20% of individual flight-related CO₂ emissions by using sustainable aviation fuels (SAF) and offset the remaining 80% through climate protection projects. Snippet 4 also states that in 2023, Lufthansa used 43,628 t of fossil CO₂ saved by using SAF. Snippet 7 confirms Lufthansa joined the First Movers Coalition aiming for at least 5% SAF use by 2030. These snippets demonstrate Lufthansa is actively incorporating SAF into its operations and offering customers options to support its use, thus supporting the claim.",
"H&M advertises its new collection as ""eco-conscious"" fashion.",not_greenwashing,RAG,abstain,"The provided context details H&M's sustainability strategy and ambitions, including net-zero emissions, circularity, and fair labor practices. However, it does not provide enough specific information to verify whether the ""eco-conscious"" claim applies to the *entire* collection or only a portion of it. Without knowing the specific criteria H&M uses to define ""eco-conscious"" and whether all items in the collection meet those criteria, it's impossible to determine if the claim is accurate or misleading. The context describes many sustainability *efforts*, but doesn't confirm that the entire collection embodies them.",
"H&M advertises its new line of ""sustainable"" basic t-shirts.",not_greenwashing,RAG,abstain,"The context discusses H&M's sustainability strategy and initiatives, including using more sustainable materials and aiming for net-zero emissions. However, it does not provide enough specific information about the ""sustainable"" basic t-shirts to verify whether the claim is accurate or misleading. We don't know what criteria H&M uses to define ""sustainable"" for this line, or what percentage of the t-shirts meet those criteria. Therefore, we cannot determine if the claim is greenwashing or not.",
H&M announces that all its new product lines are now made from 100% recycled materials.,greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability efforts, including using recycled materials and reducing carbon emissions. However, it does *not* contain a definitive statement verifying whether *all* new product lines are made from 100% recycled materials. It mentions investments in recycled materials and scaling up circular business models, but doesn't confirm the claim's completeness. Therefore, I cannot verify the claim's accuracy.",
H&M commits to designing 100% of its products for circularity and recyclability by 2030.,greenwashing,RAG,abstain,"The provided context details H&M's sustainability goals and initiatives, including a commitment to circularity. However, it does not provide specific details on *how* they plan to design 100% of products for circularity and recyclability, nor does it offer any verification that they are on track to meet this goal. Therefore, it is impossible to verify the claim's accuracy based on the provided information.",
"H&M promotes its new denim line as ""zero-waste"" because it incorporates some recycled cotton.",greenwashing,RAG,greenwashing,"The claim states H&M's denim line is ""zero-waste"" because it incorporates *some* recycled cotton. However, the context reveals H&M's goal is for 100% of *all* materials to come from recycled or sustainable sources by 2030, and even then, they are still working towards this goal (Snippet 3). Furthermore, the context details increases in overall packaging volume (Snippet 7), indicating waste is still being generated elsewhere in the process. Using recycled cotton in *some* denim does not equate to a ""zero-waste"" line, as waste is likely generated in other parts of the production and distribution process. This presents a partial truth as a whole – only a portion of the product/process aligns with the stated claim.",Type 3
H&M reports a 20% reduction in water usage across its global supply chain in the past year.,greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability efforts and goals, including reducing its climate impact and water consumption. However, it does *not* contain specific data verifying the claim of a ""20% reduction in water usage across its global supply chain in the past year."" Snippet 7 mentions a water consumption reduction goal, but states progress was impacted by the pandemic and achieving a ""minus 25 percent by 2022"" was unlikely. There is no confirmation of the 20% reduction claimed. Therefore, I cannot verify the claim's accuracy.",
H&M states it is actively reducing textile waste in landfills to comply with new environmental regulations.,greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability initiatives, including reducing emissions and increasing recycled materials. However, it does not contain information to verify whether H&M's claim of reducing textile waste in landfills is *specifically* to comply with *new* environmental regulations. It mentions a commitment to sustainability and reducing emissions, but doesn't link these actions directly to regulatory compliance. Therefore, I cannot verify the claim.",
"H&M's Looop initiative lets customers turn old clothes into new garments, supporting a circular economy.",not_greenwashing,RAG,not_greenwashing,"Snippet 4 states: ""the looop machine transforms old clothes into new garments, thereby showing customers how old textiles can be recycled without using water or chemicals."" This directly supports the claim that the Looop initiative recycles old clothes into new garments, supporting a circular economy. The context provides evidence that this is a real initiative and accurately describes its function.",
"HCS Group, in partnership with Lufthansa, is set to become Germany's first large-scale producer of biogenic SAF.",not_greenwashing,RAG,abstain,"The provided context focuses on Giant Group's ESG reporting and supply chain initiatives. It does not contain any information about HCS Group or Lufthansa, or their partnership to produce SAF. Therefore, I cannot verify the claim's accuracy.",
HSBC UK has achieved a 25-tonne annual reduction in its carbon emissions through its green financing initiatives.,greenwashing,RAG,abstain,"The provided context discusses HSBC's overall ESG initiatives, sustainable finance goals, and net-zero ambitions. However, it does not contain any information to verify or refute the specific claim of a ""25-tonne annual reduction in its carbon emissions through its green financing initiatives."" The context lacks details about the methodology used to calculate this reduction or any supporting data. Therefore, I cannot determine if the claim is accurate.",
HSBC UK is addressing climate change by providing financing to its customers.,not_greenwashing,RAG,not_greenwashing,"The context states that HSBC aims to provide and facilitate $750bn to $1tn of sustainable finance and investment for its customers between 2020 and 2030 (Snippet 1). It also details their approach to supporting customers through transition, including a thermal coal phase-out policy (Snippet 7 & 8). Providing financing to customers *is* a way of addressing climate change, as it enables them to invest in sustainable practices. The claim is therefore factually accurate based on the provided context.",
HSBC UK is doing its part for the environment.,not_greenwashing,RAG,abstain,"The claim is very broad. The provided context details numerous ESG-related initiatives undertaken by HSBC, including sustainable finance goals, risk policies, and partnerships. However, it doesn't provide enough information to definitively state whether HSBC is *actually* ""doing its part"" to a sufficient degree, or whether this is simply marketing. More information is needed to assess the overall impact of these initiatives and whether they align with demonstrable environmental benefits. The context only shows *what* HSBC is doing, not *how effective* those actions are.",
