claim,label,selected_pipeline,predicted_label,predicted_justification,predicted_type
Etihad Airways announces a partnership with Twelve to produce Sustainable Aviation Fuel (SAF) from CO2 and renewable energy.,not_greenwashing,RAG,not_greenwashing,"The provided context details Etihad Airways' involvement in multiple SAF initiatives, including partnerships with Twelve, Boeing, and others to develop and scale SAF production. The snippets highlight research, feasibility studies, and a commitment to SAF as a key part of their sustainability strategy. While the context acknowledges SAF still produces CO2 when burned, the ""sustainable"" aspect relates to the production process, aligning with industry understanding. The claim that Etihad is partnering with Twelve to produce SAF from CO2 and renewable energy is supported by the information provided, indicating a genuine effort towards sustainable aviation fuel development.",
"Etihad Airways is now converting all its operational waste into fuel, achieving its 2025 target ahead of schedule.",greenwashing,RAG,abstain,"The provided context discusses Etihad Airways' sustainability initiatives, fuel efficiency, and waste reduction efforts, but it does not contain specific information to verify whether they are *currently* converting all operational waste into fuel, nor does it confirm if this achievement has allowed them to reach their 2025 target ahead of schedule. The snippets discuss SAF feasibility studies and fuel efficiency improvements, but not a complete conversion of all operational waste into fuel. Therefore, I cannot verify the claim's factual accuracy.",
Etihad Airways is working towards achieving net-zero emissions by 2050.,not_greenwashing,GraphRAG,not_greenwashing,"The provided context confirms that Etihad Airways has a stated goal to ""Achieve Net Zero by 2050"" which aligns with commitments from the UAE government, ICAO, and the Paris Agreement. Multiple entries in the knowledge graph explicitly state this goal, indicating it is a genuine commitment by the organization.",
Etihad Airways' Greenliner Program has dedicated a Boeing 787-10 Dreamliner to research and develop sustainability initiatives.,not_greenwashing,RAG,not_greenwashing,"The provided context details the Etihad Greenliner Program, which dedicates a Boeing 787-10 Dreamliner to research and develop sustainability initiatives. The snippets confirm the program's existence and its focus on utilizing next-generation aircraft like the Boeing 787 to reduce fuel consumption and emissions. The context supports the claim that Etihad has dedicated a plane to sustainability research.",
Etihad aims to divert 75% of waste from landfills by 2025.,not_greenwashing,RAG,abstain,"The provided context details Etihad's sustainability initiatives and environmental footprint reporting, but it does not contain any information verifying or refuting whether they are on track to divert 75% of waste from landfills by 2025. The snippets discuss emissions reduction, waste data categories, and overall sustainability strategy, but lack specific details about waste diversion progress or targets. Therefore, I cannot determine the factual accuracy of the claim.",
Etihad has set a goal to achieve net-zero emissions by 2050.,not_greenwashing,GraphRAG,not_greenwashing,"The provided context confirms that Etihad Airways has set a goal to achieve net-zero emissions by 2050. This goal is explicitly stated in multiple entries within the knowledge graph, aligning with commitments from the UAE government, ICAO, and the Paris Agreement. Therefore, the claim is factually accurate based on the provided evidence.",
"Etihad's ""Greenliner Program"" ensures eco-friendly air travel for all passengers.",greenwashing,RAG,greenwashing,"The provided context details the ""Greenliner Program"" as a comprehensive initiative involving testing and evaluation of sustainability procedures, fleet improvements (like the A350), and partnerships. However, it does *not* support the claim that the program ""ensures eco-friendly air travel for *all* passengers."" The program focuses on testing and optimization, and while it has achieved improvements (reduced engine taxiing, water optimization, etc.), it doesn't guarantee eco-friendly travel for every flight or passenger. The claim presents a partial truth (the program aims for sustainability) as a whole truth (ensuring eco-friendly travel for all).",Type 3
Etihad's new sustainable aviation fuel initiative reduces lifecycle emissions by 90%.,greenwashing,RAG,abstain,"The provided context discusses Etihad's sustainability initiatives, fuel efficiency improvements, and emissions reductions. However, it does not contain specific information to verify the claim that their sustainable aviation fuel (SAF) initiative reduces lifecycle emissions by 90%. While the snippets detail fuel savings and CO2 reductions, they do not isolate the impact of the SAF initiative specifically, nor do they provide a lifecycle emissions analysis to support the 90% figure. Therefore, I cannot verify the claim's accuracy.",
"Etihad's new sustainable fuel is compatible with all current aircraft, making your flight seamless and green.",greenwashing,RAG,abstain,"The provided context discusses Etihad's sustainability initiatives, including the Greenliner program and fuel efficiency improvements. However, it does not contain any information to verify whether the sustainable fuel is compatible with *all* current aircraft. The snippets focus on Etihad's efforts and challenges with sustainable aviation fuels but do not provide a factual statement about universal compatibility. Therefore, I cannot determine if the claim is true or false.",
Farm trials show Nestlé's cocoa shell fertiliser yields comparable wheat crops to conventional products.,not_greenwashing,RAG,not_greenwashing,"The provided context states ""Farm trials show Nestlé's cocoa shell fertiliser yields comparable wheat crops to conventional products."" This is a factual claim about the performance of a fertilizer, and the context supports this claim by stating that farm trials demonstrate comparable yields. There is no evidence to suggest this claim is false or misleading.",
Farmers supplying Nestlé are successfully growing wheat using the new cocoa shell fertilizer with comparable yields to conventional methods.,greenwashing,RAG,not_greenwashing,"The provided context details Nestlé's efforts to support regenerative agriculture and source ingredients sustainably. Specifically, it states that farmers are ""successfully growing wheat using the new cocoa shell fertilizer with comparable yields to conventional methods."" This claim is supported by the broader context outlining Nestlé's investments in regenerative agriculture programs and the expansion of these practices across its supply chain, with a reported 15.2% of key ingredients sourced from farmers using these methods in 2023. While the context doesn't provide exhaustive details on the cocoa shell fertilizer specifically, it confirms the successful implementation of regenerative practices and comparable yields, supporting the claim's accuracy.",
"Fly ""eco-friendly"" with Lufthansa, as the airline invests in cutting-edge carbon removal solutions.",greenwashing,RAG,abstain,"The provided context details Lufthansa's sustainability efforts, including fleet modernization, sustainable aviation fuels, and carbon reduction goals. However, it does not provide specific information about the ""cutting-edge carbon removal solutions"" mentioned in the claim. Without details on what these solutions are, their effectiveness, or the extent of Lufthansa's investment, I cannot verify whether the claim is factually accurate or misleading. It's a vague statement without supporting evidence within the provided snippets.",
"Fly Delta for a ""more sustainable future of flying"" with our innovative partnerships.",not_greenwashing,RAG,abstain,"The provided context details Delta's sustainability initiatives, including a net-zero emissions goal by 2050, investments in SAF, and fleet improvements. However, the claim ""more sustainable future of flying"" is vague and relies on ""innovative partnerships"" without specifics. The context doesn't provide enough verifiable information to determine if this claim is factually accurate or misleading. It outlines *efforts* toward sustainability, but doesn't quantify or substantiate a definitively ""more sustainable"" outcome. Therefore, I must abstain.",
Fly with Etihad Airways for a truly sustainable journey.,greenwashing,RAG,abstain,"The provided context details Etihad Airways' sustainability efforts, including their ""Greenliner programme"" and focus on reducing emissions. However, the claim ""Fly with Etihad Airways for a truly sustainable journey"" is a broad marketing statement. The context does not provide enough specific, verifiable information to determine if *every* aspect of flying with Etihad is ""truly sustainable."" While they are undertaking sustainability initiatives, the claim lacks quantifiable details and could be considered promotional language. Therefore, I cannot verify its factual accuracy.",
"Fly with Lufthansa for a truly ""sustainable journey"" thanks to our commitment to advanced aviation fuels.",greenwashing,RAG,greenwashing,"Lufthansa promotes a ""sustainable journey"" based on its commitment to ""advanced aviation fuels"" (SAF). While the context details Lufthansa's efforts with SAF (using 25 thousand tonnes of CO₂ reduction in 2023 and aiming for 5% SAF use by 2030), it also reveals that SAF currently only reduces *part* of their emissions. The ""green fares"" reduce 20% of emissions with SAF and offset the remaining 80% with climate protection projects. Presenting the entire journey as ""sustainable"" is misleading because it implies a fully sustainable practice when significant offsetting is still required, and SAF usage is still relatively low. The claim presents a partial truth as a whole.",Type 3
"Fly with Lufthansa, knowing your journey is powered by sustainable aviation fuel.",greenwashing,RAG,not_greenwashing,"The provided context details Lufthansa's efforts to utilize Sustainable Aviation Fuel (SAF) and reduce its carbon footprint. Specifically, it states that customers can opt for ""Green Fares"" which use SAF to reduce 20% of flight-related CO2 emissions, with the remaining 80% offset through climate protection projects. The context also highlights Lufthansa's commitment to SAF and fleet modernization. The claim that journeys are ""powered by sustainable aviation fuel"" is supported by the information regarding Green Fares and SAF usage, even if it's not *entirely* SAF-powered, the option and investment are present.",
"H&M advertises its new collection as ""eco-conscious"" fashion.",not_greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability strategy and ambitions, including aiming for net-zero emissions and a circular business model. However, it does not provide specific, verifiable information about the materials, manufacturing processes, or certifications used in the ""eco-conscious"" collection. The term ""eco-conscious"" is vague and lacks concrete details. Therefore, I cannot determine if the claim is factually accurate or misleading based on the provided context.",
"H&M advertises its new line of ""sustainable"" basic t-shirts.",not_greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability strategy, including goals for net-zero emissions, circularity, and sustainable materials. However, it does not provide specific information about the materials, manufacturing processes, or certifications used in the ""sustainable"" basic t-shirts. Without this information, I cannot verify whether the claim of ""sustainable"" is factually accurate or misleading. The context details *ambitions* and *efforts* towards sustainability, but doesn't confirm the sustainability of this specific product line.",
H&M announces that all its new product lines are now made from 100% recycled materials.,greenwashing,RAG,greenwashing,"The claim states that *all* of H&M's new product lines are made from 100% recycled materials. However, the provided context details H&M's efforts to *increase* the share of recycled materials and utilize initiatives like Circulose® and Infinna™ – it does *not* state that all new lines are entirely made from recycled materials. The context highlights ongoing efforts and investments in sustainable materials, suggesting a transition *towards* greater use of recycled content, rather than complete adoption across all product lines. Therefore, presenting this as a complete shift to 100% recycled materials is a partial truth presented as a whole, constituting greenwashing.",Type 3
H&M commits to designing 100% of its products for circularity and recyclability by 2030.,greenwashing,RAG,abstain,"The provided context details H&M's commitment to circularity by 2030, but it does not provide specific, verifiable information about *how* they plan to achieve this goal. It mentions broader sustainability efforts and ambitions, but lacks details on the design processes, material choices, or recycling infrastructure that would be necessary to confirm the claim's factual accuracy. Therefore, I cannot determine if this is greenwashing or not.",
"H&M promotes its new denim line as ""zero-waste"" because it incorporates some recycled cotton.",greenwashing,RAG,greenwashing,"The claim states H&M's denim line is ""zero-waste"" because it incorporates *some* recycled cotton. However, the provided context details H&M's broader sustainability efforts, including goals for increased recycled material usage (30% by 2025, 100% by 2030) and investments in recycling technologies. It does *not* indicate that the denim line is entirely waste-free. Using ""some"" recycled cotton does not equate to ""zero-waste,"" implying a misleadingly complete sustainability achievement when only a partial step has been taken. The context highlights ongoing efforts towards circularity, but doesn't support the ""zero-waste"" claim for this specific line.",Type 3
H&M reports a 20% reduction in water usage across its global supply chain in the past year.,greenwashing,RAG,abstain,"The provided context discusses H&M's sustainability efforts and goals, including reducing its environmental impact and increasing the use of renewable energy. However, it does not contain specific data or verification to support the claim of a ""20% reduction in water usage across its global supply chain."" Snippet 7 mentions a setback in their water consumption reduction goal, stating it's unlikely they'll achieve a ""minus 25 percent by 2022,"" but doesn't confirm or deny a 20% reduction. Therefore, I cannot verify the claim's accuracy.
</OUTPUT>",
H&M states it is actively reducing textile waste in landfills to comply with new environmental regulations.,greenwashing,RAG,greenwashing,"The claim states H&M is reducing textile waste in landfills ""to comply with new environmental regulations."" While H&M does mention sustainability initiatives and reducing waste in the provided context, there is no evidence presented that these actions are solely driven by *new* regulations. The context focuses on H&M's own sustainability goals, investments in recycling technologies, and voluntary initiatives like garment collecting. Framing these actions as primarily for ""compliance"" misrepresents them as a legal obligation rather than proactive sustainability efforts, which is a form of greenwashing.",Type 2
"H&M's Looop initiative lets customers turn old clothes into new garments, supporting a circular economy.",not_greenwashing,RAG,not_greenwashing,"The provided context details H&M's ""Looop"" initiative as a machine that transforms old clothes into new garments ""without using water or chemicals,"" and highlights it received an award for its innovation. The context also broadly describes H&M's commitment to circularity through various initiatives like garment collecting, resale, and repair services. This supports the claim that Looop contributes to a circular economy and is not demonstrably false or misleading based on the provided information.",
"HCS Group, in partnership with Lufthansa, is set to become Germany's first large-scale producer of biogenic SAF.",not_greenwashing,RAG,abstain,"The provided context focuses on Giant Group's ESG reporting, supplier management, and emissions reduction goals. It does not contain any information about HCS Group or Lufthansa, or their partnership to produce SAF. Therefore, I cannot verify the claim's accuracy or identify any greenwashing.",
HSBC UK has achieved a 25-tonne annual reduction in its carbon emissions through its green financing initiatives.,greenwashing,RAG,abstain,"The provided context details HSBC's broader ESG initiatives, including sustainable finance targets and net-zero ambitions. However, it does not contain any information to verify or refute the specific claim of a ""25-tonne annual reduction in carbon emissions through its green financing initiatives."" Without supporting data or details about the methodology used to calculate this reduction, I cannot determine the claim's factual accuracy.",
HSBC UK is addressing climate change by providing financing to its customers.,not_greenwashing,RAG,not_greenwashing,"The provided context details HSBC's commitment to sustainable finance, aiming to provide and facilitate $750bn-$1tn in sustainable finance and investment by 2030. It outlines their approach to climate risk management, including policies, risk assessments, and support for customers transitioning to net zero. The claim that HSBC is addressing climate change by providing financing to its customers is supported by the documented ambition and actions described in the context.",
HSBC UK is doing its part for the environment.,not_greenwashing,RAG,abstain,"The provided context details HSBC's various ESG initiatives, including sustainable finance goals, risk policies, and partnerships. However, the claim ""HSBC UK is doing its part for the environment"" is extremely vague. The context doesn't provide specific, verifiable information about HSBC UK's actions that would allow me to confirm or deny this claim. While the snippets discuss HSBC Holdings PLC's overall environmental efforts, it's unclear if and how those translate to specific actions by HSBC UK. Therefore, I cannot determine if the claim is factually accurate or misleading.",
HSBC UK is leading the charge in sustainable finance by offering a comprehensive range of green products.,greenwashing,RAG,not_greenwashing,"The provided context details numerous sustainable finance initiatives undertaken by HSBC, including reports on decarbonization strategies, sustainable funds, green certificates of deposit, sustainability-linked bonds, a sustainability office within HSBC Asset Management, and a commitment to provide $750bn-$1tn of sustainable finance by 2030. These actions support the claim that HSBC is actively involved in sustainable finance and leading efforts in this area. While the claim uses strong language (""leading the charge""), the context provides evidence of substantial activity, making the claim factually accurate based on the information provided.",
HSBC UK is making it easier for small businesses to cut their emissions with new tools and funding.,not_greenwashing,RAG,abstain,"The provided context details HSBC's broader sustainability initiatives, including its net-zero ambitions, support for clients transitioning to low-carbon solutions, and efforts to reduce its own emissions. However, it does not provide specific information about the ""new tools and funding"" offered to small businesses to cut their emissions. Without details on these tools and funding – such as eligibility criteria, emission reduction targets, or verification methods – I cannot verify whether the claim is factually accurate or misleading.",
HSBC UK launches a £500m Green SME Fund to support businesses in transitioning to a low carbon economy.,not_greenwashing,RAG,not_greenwashing,"The provided context details HSBC's broader sustainability initiatives, including a commitment to sustainable finance and investment, and supporting customers' transition to net zero. The claim about the £500m Green SME Fund aligns with these broader goals and is presented as a specific action within HSBC's overall sustainability strategy. There is no information within the context to suggest this fund is misrepresented or falsely advertised.",
"HSBC UK provided a Green Loan to David Luke Schoolwear, enabling a 25-tonne annual carbon emission reduction through solar panel installation.",not_greenwashing,RAG,not_greenwashing,"The provided context details HSBC's sustainable finance initiatives, including providing a Green Loan to David Luke Schoolwear for solar panel installation resulting in carbon emission reduction. This aligns with HSBC's broader commitment to sustainable finance and supporting customers' transitions to net zero, as evidenced by multiple examples within the context. The claim is factually accurate based on the information provided.",
"HSBC UK's Green SME Fund offers 1% cashback on loans for investments in green activities, with criteria independently reviewed by Sustainalytics.",not_greenwashing,RAG,not_greenwashing,"The provided context details HSBC's broader sustainable finance initiatives, including a commitment to sustainable finance and investment, and support for green bonds. The claim about the Green SME Fund offering 1% cashback with criteria independently reviewed by Sustainalytics aligns with HSBC's stated commitment to sustainable finance and appears to be a legitimate offering. There is no information within the context to suggest this claim is false or misleading.",
"In 2021, Keurig Dr Pepper obtained 61% of its electricity from renewable sources.",not_greenwashing,RAG,not_greenwashing,"The provided context states that in 2021, Keurig Dr Pepper obtained 61% of its electricity from renewable sources, and in 2022, this increased to 74%. The claim accurately reflects the 2021 data presented in the provided context.",
"In 2022, Airbus made an initial purchase of 400,000 tons of carbon removals.",not_greenwashing,RAG,abstain,"The provided context focuses heavily on Ryanair's environmental policies and carbon reduction targets. While it mentions investments in new aircraft and commitments to reduce emissions, it does not contain any information about Airbus purchasing carbon removals. Therefore, I cannot verify the claim about Airbus.",
Interface empowers every employee to contribute to its company-wide sustainability goals.,greenwashing,RAG,not_greenwashing,"The provided context consistently highlights Interface's commitment to sustainability and employee empowerment. Snippets 3, 5, 6, and 7 specifically detail initiatives to gather employee feedback, foster an inclusive culture, and empower employees to contribute to sustainability goals. The context supports the claim that Interface actively works to involve its employees in its sustainability efforts, making the claim factually accurate.",
Interface is a sustainable company because it complies with all environmental regulations.,greenwashing,GraphRAG,greenwashing,"The claim states Interface is ""sustainable"" *because* it complies with environmental regulations. The provided context confirms Interface is *subject to* environmental regulations. However, complying with existing legal requirements is not the same as being a sustainable company. Sustainability implies going *beyond* compliance and actively pursuing environmentally beneficial practices. Framing legal obligations as a reason for being sustainable is a misrepresentation of voluntary action.",
Interface is committed to achieving true carbon neutrality across its entire product lifecycle.,greenwashing,RAG,not_greenwashing,"The provided context demonstrates Interface's commitment to carbon neutrality and negativity through multiple verified actions and certifications (PAS 2060, SBTi validation). They are actively reducing emissions across their entire value chain, investing in carbon storage, and prioritizing direct carbon reductions over offsets. The snippets detail specific initiatives, progress towards targets, and transparency in reporting (EPDs, LCAs). The claim that Interface is committed to achieving true carbon neutrality is therefore factually supported by the provided evidence.",
Interface reduced the GHG emissions intensity of its carpet tile portfolio in Europe by a third.,not_greenwashing,RAG,not_greenwashing,"The provided context details Interface's significant efforts to reduce its carbon footprint and improve sustainability across its product lines. Specifically, it states that Interface has achieved an ""82% since its baseline year of 1996"" reduction in the GHG emissions intensity of its carpet tile portfolio. While the exact reduction to a ""third"" isn't explicitly stated, the 82% reduction demonstrates substantial progress and supports the claim that a significant reduction has been achieved. Therefore, the claim is factually accurate based on the provided information.",
Interface reduces its carbon footprint by incorporating recycled and bio-based materials into its products.,not_greenwashing,RAG,not_greenwashing,"The provided context details Interface's extensive efforts to reduce its carbon footprint through the use of recycled and bio-based materials, life cycle assessments, and a commitment to carbon negativity. Specifically, the snippets state that 66% of materials in carpet tiles are from recycled or biobased sources, and the company is actively reducing its carbon footprint across all product categories. This supports the claim that Interface reduces its carbon footprint by incorporating these materials.",
Interface's CQuestBio™ bio-composite backing has reduced the carbon footprint of its European carpet tile portfolio by a third.,not_greenwashing,RAG,not_greenwashing,"The context supports the claim that Interface's CQuestBio™ backing reduces the carbon footprint of its European carpet tile portfolio. While the exact percentage reduction isn't explicitly stated in a single location, multiple snippets detail Interface's commitment to reducing carbon footprints through recycled and bio-based materials, and specifically mention the development of carbon-negative carpet tiles. The context indicates a significant overall reduction in product carbon footprints (e.g., 82% since 1996 for carpet tile) and highlights the use of 99% combined biobased and recycled content in their backing systems. Therefore, a one-third reduction due to CQuestBio™ is plausible and not demonstrably false based on the provided information.",
Interface's factories are now fully eco-friendly.,greenwashing,RAG,abstain,"While the provided context details Interface's extensive sustainability efforts – including carbon neutrality, renewable energy usage (79% of energy at manufacturing sites), and life cycle assessments – it does not provide conclusive evidence that *all* of Interface's factories are ""fully eco-friendly."" The term ""fully eco-friendly"" is vague and lacks a clear definition. The snippets highlight significant progress, but don't offer a comprehensive assessment covering every aspect of environmental impact across all facilities. Therefore, I cannot verify the claim as factually accurate or false.",
"Invest in your green future with HSBC UK's Green SME Fund, featuring independently reviewed criteria for eligible green activities.",not_greenwashing,RAG,not_greenwashing,"The claim states HSBC UK's Green SME Fund has ""independently reviewed criteria for eligible green activities."" While the provided context doesn't explicitly detail the review process for the UK fund specifically, it extensively describes HSBC's broader commitment to sustainable finance, including a ""sustainable finance data dictionary"" and limited assurance from PwC (International Standard on Assurance Engagements 3000). This suggests a level of independent oversight and defined criteria for sustainable activities within HSBC's overall framework, supporting the claim that the SME fund also utilizes independently reviewed criteria.",
KDP reports 61% of its electricity came from renewable sources in 2021.,not_greenwashing,RAG,not_greenwashing,"The provided context states that ""KDP reports 61% of its electricity came from renewable sources in 2021."" This claim is directly supported by the data presented in Snippet 3, which shows ""% grid electricity"" as 100% in 2022, but also includes data points for prior years. While the claim refers to 2021, the context does not contain information contradicting this specific percentage. Therefore, the claim is factually accurate based on the available information.",
Keurig Dr Pepper aims to replenish 100% of water used for its beverages in highest water-risk communities by 2030.,not_greenwashing,RAG,not_greenwashing,"The provided context details Keurig Dr Pepper's commitment to replenish 100% of water used in its beverages in highest water-risk communities by 2030. The context provides evidence of ongoing efforts, including a 55% replenishment rate as of the end of 2022, investments in conservation projects, and partnerships with local organizations. The claim is supported by documented actions and a defined goal with measurable progress.",
Keurig Dr Pepper aspires to achieve Net Positive Water Impact by 2050.,not_greenwashing,RAG,abstain,"The provided context details Keurig Dr Pepper's *aspiration* to achieve Net Positive Water Impact by 2050 and outlines their ongoing efforts towards water stewardship and efficiency. However, it does not provide verifiable evidence that they have *already* achieved this impact. It describes goals, progress towards those goals (e.g., 7% improvement in water use ratio, 55% towards 2030 replenishment goal), and the framework they are using to measure impact. Without confirmation that they are currently at a ""net positive"" state, I cannot verify the claim as factually accurate or false. The claim refers to a future aspiration, not a current reality.",
Keurig Dr Pepper commits to achieving net water positive impact in water-stressed basins by 2050.,not_greenwashing,RAG,not_greenwashing,"The provided context details Keurig Dr Pepper's commitment to achieving net water positive impact by 2050. It outlines their existing water stewardship commitments, partnerships with organizations like the Water Resilience Coalition, and specific goals for water replenishment in high-risk areas. The context demonstrates a comprehensive approach to water management and provides quantifiable targets, supporting the claim that they are committed to this goal. While achieving the goal is in the future, the documented efforts and detailed planning indicate a genuine commitment, not greenwashing.",
Keurig Dr Pepper ensures its global value chain adheres to leading impact-based water resilience practices.,greenwashing,RAG,abstain,"The provided context details Keurig Dr Pepper's (KDP) water stewardship initiatives, including their aspiration for ""net positive water impact by 2050"" and participation in the Water Resilience Coalition. However, it does not provide enough specific, verifiable information to determine whether KDP *currently* adheres to ""leading impact-based water resilience practices"" across its *entire* global value chain. The snippets describe goals, partnerships, and progress in specific areas, but lack a comprehensive assessment or independent verification of adherence to leading practices throughout the entire value chain. Therefore, I cannot verify the claim as factually accurate or false.",
Keurig Dr Pepper increased female representation in director and above positions to 28% in 2021.,not_greenwashing,RAG,not_greenwashing,"The provided context includes data from Keurig Dr Pepper's 2022 Corporate Responsibility Report. Snippet 2 specifically states that female representation in director and above positions increased to 31% in 2022, having been 28% in the previous reporting period. The claim states a 28% representation in 2021, which is verified by the provided data. Therefore, the claim is factually accurate.",
"Keurig Dr Pepper is initiating projects to support regenerative agriculture on 250,000 acres by 2030.",not_greenwashing,RAG,not_greenwashing,"The provided context details Keurig Dr Pepper's commitment to support regenerative agriculture on 250,000 acres by 2030. It further outlines their progress as of 2022, including 11,296 acres already achieved through various projects and partnerships. The report also specifies the methodology used for measurement and evaluation, demonstrating a concrete effort towards this goal. Therefore, the claim is factually accurate based on the information provided in the context.",
"Keurig Dr Pepper is now a ""water positive"" company.",greenwashing,RAG,abstain,"The provided context details Keurig Dr Pepper's aspiration to achieve ""net positive water impact by 2050"" and their participation in the Water Resilience Coalition. However, it does not provide enough information to verify whether they *currently* are a ""water positive"" company. The context describes their goals and initiatives, but doesn't present data demonstrating current water replenishment exceeding water usage across all operations. Therefore, I cannot confirm or refute the claim.",
Keurig Dr Pepper is taking collective action to preserve freshwater resources by joining the Water Resilience Coalition.,not_greenwashing,RAG,not_greenwashing,"The provided context states that Keurig Dr Pepper joined the Water Resilience Coalition (WRC) ""to help scale the work we have underway through collective action."" This is presented as a voluntary initiative to address water challenges and preserve freshwater resources, and the context details their existing water stewardship commitments and progress towards a net positive water impact goal. There is no evidence to suggest this claim is false or misleading; it appears to be a factual statement about their participation in an industry coalition.",
Keurig Dr Pepper reduced its total waste generated by approximately 57 million pounds in 2021.,greenwashing,RAG,not_greenwashing,"The provided context states that Keurig Dr Pepper reduced its total waste generated by approximately 57 million pounds in 2021. This is a factual claim supported by the document and does not appear to be misleading. While the document details other sustainability initiatives and challenges, the specific claim about waste reduction is verifiable within the provided text.",
Keurig Dr Pepper reduced its virgin plastic use by 57 million pounds in 2021.,not_greenwashing,RAG,not_greenwashing,"The provided context includes a statement from Keurig Dr Pepper that they reduced their virgin plastic use by 57 million pounds in 2021. This claim is supported by information within the document detailing their efforts to reduce plastic use, incorporate recycled content, and lightweight packaging. While the document also discusses challenges with recycling infrastructure, it does not contradict the claim of reducing virgin plastic use. Therefore, the claim is factually accurate based on the provided context.",
"Keurig Dr Pepper responsibly sourced all its coffee, cocoa, and brewers in 2021.",not_greenwashing,RAG,not_greenwashing,"The provided context states that Keurig Dr Pepper ""responsibly sourced all its coffee and cocoa... in 2021"" and ""100% of our priority inputs"" (including coffee and cocoa) were responsibly sourced. The report details the programs and certifications used to verify responsible sourcing, including Fairtrade, Rainforest Alliance, and others. While there were minor instances of non-responsibly sourced coffee due to logistical issues, the overall claim is supported by the provided documentation.",
"Keurig Dr Pepper supports ""eco-friendly"" agriculture on 250,000 acres of land.",greenwashing,RAG,not_greenwashing,"The provided context states that Keurig Dr Pepper ""supported regenerative agriculture and conservation on more than 11,000 acres of land"" in 2022 and has a goal to support it on ""250,000 acres of land by 2030."" The claim states they support it on 250,000 acres. While the claim refers to a future goal, the context confirms this is a stated commitment and provides evidence of current efforts, making the claim accurate in representing their stated ambition.",
Keurig Dr Pepper will improve water use efficiency in its operations by 20% by 2025.,not_greenwashing,RAG,not_greenwashing,"The provided context states that Keurig Dr Pepper aims to improve water use efficiency by 20% by 2025 and had already achieved a 7% improvement as of 2022. This claim is supported by data presented in the context, including a graph showing a decrease in the water use ratio from 2.10 in 2017 to 1.95 in 2022. The document details initiatives like water metering and digital dashboards to track and improve efficiency. Therefore, the claim is factually accurate based on the provided information.",
"Keurig Dr Pepper's packaging is 92% recyclable or compostable, making it a sustainable choice.",greenwashing,RAG,greenwashing,"The claim states Keurig Dr Pepper's packaging is ""92% recyclable or compostable."" However, the provided context reveals several caveats. Snippet 4 states that in 2022, only 58% of KDP plastic packaging fit the definition of ""recyclable"" according to the Ellen MacArthur Global Commitment (a 30% recycling rate across geographies of 400m+ inhabitants). Additionally, Snippet 3 notes that K-Cup pods are ""not recycled in many communities"" and require specific steps for recycling if accepted locally. The context does not provide evidence supporting a 92% recyclability/compostability rate, suggesting the claim presents a partial truth as a whole.",Type 3
"Keurig Dr Pepper's portfolio now includes 56% ""positive hydration"" products, promoting healthier choices.",not_greenwashing,RAG,not_greenwashing,"The provided context confirms that Keurig Dr Pepper's portfolio includes 56% ""positive hydration"" products as of the end of 2022, increasing to 57% at the end of 2021. The definition of ""positive hydration"" is also clearly defined within the context, supporting the claim's factual basis.",
"Look for the ""Amazon Green Delivery"" badge on your orders for an eco-friendly shipping option.",greenwashing,RAG,abstain,"The provided context discusses Amazon's sustainability efforts related to packaging and delivery, including the ""Ships in Own Container"" (SIOC) program and the Climate Pledge Friendly program. However, it does not provide specific information about the ""Amazon Green Delivery"" badge mentioned in the claim. Without details on the criteria for this badge, how it differs from standard delivery, or any verification of its environmental benefits, I cannot determine if the claim is factually accurate or misleading.",
Lufthansa Group aims to halve its net CO2 emissions by 2030 compared to 2019 levels.,not_greenwashing,RAG,not_greenwashing,"The provided context states that ""we want to halve the net co₂ emissions of our flight operations from their 2019 levels by 2030."" This claim is directly supported by the text and doesn't appear to be misleading based on the information provided. The document details various efforts to reduce emissions, including SAF usage and fleet modernization, indicating a genuine effort towards this goal.",
Lufthansa Group aims to halve its net CO2 emissions by 2030 compared to 2019.,not_greenwashing,RAG,not_greenwashing,"The provided context states that ""we want to halve the net co₂ emissions of our flight operations from their 2019 levels by 2030."" This claim is directly supported by the text and doesn't appear to be misleading based on the information provided. The document details various efforts towards reducing emissions, including SAF usage and fleet modernization, which support the stated goal.",
"Lufthansa Group announces its 2030 CO2 reduction roadmap, validated by the Science Based Targets initiative, includes a commitment to replace at least 5% of conventional jet fuel with Sustainable Aviation Fuels.",not_greenwashing,RAG,not_greenwashing,"The claim that Lufthansa Group commits to replacing at least 5% of conventional jet fuel with Sustainable Aviation Fuels by 2030 is verified by multiple snippets from the provided context. Specifically, Snippet 3 states the Lufthansa Group has joined the First Movers Coalition, which ""aims to use at least 5 % SAF in 2030"". Snippet 5 also reiterates this commitment. The initiative is also validated by the Science Based Targets initiative, as stated in the claim. Therefore, the claim is factually accurate based on the provided evidence.",
"Lufthansa Group announces its commitment to a ""sustainable future"" by investing in Direct Air Capture technology.",not_greenwashing,RAG,abstain,"The provided context details Lufthansa Group's sustainability efforts, including fleet modernization, SAF usage, and carbon reduction targets. However, it does not provide specific information about the details of their investment in Direct Air Capture (DAC) technology – such as the scale of the investment, the specific DAC projects they are supporting, or the expected carbon removal capacity. Without these details, I cannot verify whether the claim is factually accurate or misleading. It's a commitment, but the specifics are missing.",
